Mesquite version 3.40 (build 877)   Date: Sat Oct 13 21:30:07 BRT 2018
Window refers to project with home file character_file.nex
File path: /Users/vwraposo/Documents/USP/TCC/code/input/peptides/
=======================

Trace All Characters

Ancestral States:
Reconstructed Ancestral States (Likelihood Ancestral States)
using:
Stored Matrix: Matrix in file "character_file.nex"
======================================
Ancestral states are listed by character and by node on the tree.  Node numbers are shown in red on the tree drawing.

Char.\Node	6
character 684	0:0.5; 1:0.5
character 685	0:0.0101172; 1:0.9898828
character 686	0:0.73113966; 1:0.26886034
character 687	0:0.08537079; 1:0.91462921
character 688	0:0.8754428; 1:0.1245572
character 689	0:0.68625674; 1:0.31374326
character 690	0:0.84952492; 1:0.15047508
character 691	0:0.00150294; 1:0.99849706
character 692	0:0.22372092; 1:0.77627908
character 693	0:0.8416051; 1:0.1583949
character 694	0:0.06990095; 1:0.93009905
character 695	0:0.08537079; 1:0.91462921
character 696	0:0.99840479; 1:0.00159521
character 697	0:0.00159521; 1:0.99840479
character 698	0:0.5; 1:0.5
character 699	0:0.08537079; 1:0.91462921
character 700	0:0.5; 1:0.5
character 701	0:0.1408749; 1:0.8591251
character 702	0:0.00203534; 1:0.99796466
character 703	0:0.22372093; 1:0.77627907
character 704	0:0.04055226; 1:0.95944774
character 705	0:0.84160511; 1:0.15839489
character 706	0:0.5; 1:0.5
character 707	0:0.1720113; 1:0.8279887
character 708	0:0.99849706; 1:0.00150294
character 709	0:0.5; 1:0.5
character 710	0:0.1408749; 1:0.8591251
character 711	0:0.81655701; 1:0.18344299
character 713	0:0.00140945; 1:0.99859055
character 714	0:0.04200474; 1:0.95799526
character 715	0:0.5; 1:0.5
character 716	0:0.81655701; 1:0.18344299
character 717	0:0.00159521; 1:0.99840479
character 718	0:0.28879776; 1:0.71120224
character 719	0:0.90591531; 1:0.09408469
character 720	0:0.99796466; 1:0.00203534
character 721	0:0.09408469; 1:0.90591531
character 722	0:0.04055226; 1:0.95944774
character 723	0:0.1408749; 1:0.8591251
character 724	0:0.08537079; 1:0.91462921
character 725	0:0.90365191; 1:0.09634809
character 727	0:0.5; 1:0.5
character 728	0:0.12198888; 1:0.87801112
character 729	0:0.99840479; 1:0.00159521
character 731	0:0.84952492; 1:0.15047508
character 732	0:0.93009905; 1:0.06990095
character 733	0:0.99859055; 1:0.00140945
character 734	0:0.5; 1:0.5
character 735	0:0.00156862; 1:0.99843138
character 736	0:0.04200474; 1:0.95799526
character 737	0:0.00140945; 1:0.99859055
character 738	0:0.04055226; 1:0.95944774
character 739	0:0.99849706; 1:0.00150294
character 741	0:0.8416051; 1:0.1583949
character 742	0:0.00159521; 1:0.99840479
character 743	0:0.00159521; 1:0.99840479
character 744	0:0.18858305; 1:0.81141695
character 745	0:0.5; 1:0.5
character 746	0:0.93009906; 1:0.06990094
character 747	0:0.5; 1:0.5
character 748	0:0.5; 1:0.5
character 749	0:0.28879776; 1:0.71120224
character 750	0:0.99859055; 1:0.00140945
character 752	0:0.5; 1:0.5
character 753	0:0.68625674; 1:0.31374326
character 754	0:0.08537079; 1:0.91462921
character 755	0:0.5; 1:0.5
character 756	0:0.08753852; 1:0.91246148
character 757	0:0.99840479; 1:0.00159521
character 758	0:0.33034061; 1:0.66965939
character 759	0:0.73113966; 1:0.26886034
character 761	0:0.99859055; 1:0.00140945
character 762	0:0.00159521; 1:0.99840479
character 763	0:0.09408469; 1:0.90591531
character 764	0:0.99859055; 1:0.00140945
character 765	0:0.08537079; 1:0.91462921
character 766	0:0.99849706; 1:0.00150294
character 767	0:0.99859055; 1:0.00140945
character 768	0:0.91246148; 1:0.08753852
character 769	0:0.12198888; 1:0.87801112
character 770	0:0.04055226; 1:0.95944774
character 771	0:0.5; 1:0.5
character 772	0:0.1245572; 1:0.8754428
character 773	0:0.5; 1:0.5
character 774	0:0.5; 1:0.5
character 775	0:0.5; 1:0.5
character 776	0:0.93009906; 1:0.06990094
character 777	0:0.00140945; 1:0.99859055
character 778	0:0.5; 1:0.5
character 779	0:0.8591251; 1:0.1408749
character 780	0:0.5; 1:0.5
character 781	0:0.18858305; 1:0.81141695
character 782	0:0.90591531; 1:0.09408469
character 783	0:0.20616872; 1:0.79383128
character 784	0:0.00159521; 1:0.99840479
character 785	0:0.0101172; 1:0.9898828
character 786	0:0.99849706; 1:0.00150294
character 787	0:0.5; 1:0.5
character 788	0:0.04200474; 1:0.95799526
character 789	0:0.85241494; 1:0.14758506
character 790	0:0.99796466; 1:0.00203534
character 791	0:0.5; 1:0.5
character 792	0:0.06990094; 1:0.93009906
character 793	0:0.9036519; 1:0.0963481
character 794	0:0.5; 1:0.5
character 795	0:0.68625674; 1:0.31374326
character 796	0:0.5; 1:0.5
character 798	0:0.99859055; 1:0.00140945
character 799	0:0.5; 1:0.5
character 800	0:0.08537079; 1:0.91462921
character 801	0:0.99859055; 1:0.00140945
character 802	0:0.00159521; 1:0.99840479
character 803	0:0.99796466; 1:0.00203534
character 804	0:0.5; 1:0.5
character 805	0:0.08537079; 1:0.91462921
character 806	0:0.08537079; 1:0.91462921
character 807	0:0.00203534; 1:0.99796466
character 808	0:0.93009906; 1:0.06990094
character 809	0:0.19528937; 1:0.80471063
character 810	0:0.12198888; 1:0.87801112
character 811	0:0.00203534; 1:0.99796466
character 812	0:0.00140945; 1:0.99859055
character 813	0:0.9036519; 1:0.0963481
character 814	0:0.84952492; 1:0.15047508
character 815	0:0.5; 1:0.5
character 816	0:0.22372093; 1:0.77627907
character 817	0:0.04200474; 1:0.95799526
character 818	0:0.84952492; 1:0.15047508
character 819	0:0.99849706; 1:0.00150294
character 820	0:0.99840479; 1:0.00159521
character 821	0:0.99849706; 1:0.00150294
character 822	0:0.90591531; 1:0.09408469
character 823	0:0.18344299; 1:0.81655701
character 825	0:0.25128663; 1:0.74871337
character 826	0:0.90365191; 1:0.09634809
character 827	0:0.68625674; 1:0.31374326
character 828	0:0.1720113; 1:0.8279887
character 829	0:0.99843138; 1:0.00156862
character 830	0:0.08537079; 1:0.91462921
character 832	0:0.1408749; 1:0.8591251
character 833	0:0.5; 1:0.5
character 834	0:0.5; 1:0.5
character 835	0:0.73113969; 1:0.26886031
character 836	0:0.99859055; 1:0.00140945
character 837	0:0.25503397; 1:0.74496603
character 838	0:0.99859055; 1:0.00140945
character 839	0:0.9036519; 1:0.0963481
character 841	0:0.99859055; 1:0.00140945
character 842	0:0.19528937; 1:0.80471063
character 843	0:0.99796466; 1:0.00203534
character 844	0:0.14758506; 1:0.85241494
character 845	0:0.1408749; 1:0.8591251
character 846	0:0.93009905; 1:0.06990095
character 847	0:0.99796466; 1:0.00203534
character 848	0:0.5; 1:0.5
character 849	0:0.85241494; 1:0.14758506
character 850	0:0.5; 1:0.5
character 851	0:0.18858305; 1:0.81141695
character 852	0:0.99849706; 1:0.00150294
character 853	0:0.8279887; 1:0.1720113
character 854	0:0.90591531; 1:0.09408469
character 855	0:0.74496603; 1:0.25503397
character 856	0:0.99840479; 1:0.00159521
character 857	0:0.99796466; 1:0.00203534
character 858	0:0.30009954; 1:0.69990046
character 859	0:0.84952492; 1:0.15047508
character 860	0:0.99859055; 1:0.00140945
character 861	0:0.0101172; 1:0.9898828
character 862	0:0.68625674; 1:0.31374326
character 863	0:0.08537079; 1:0.91462921
character 864	0:0.95944774; 1:0.04055226
character 865	0:0.5; 1:0.5
character 866	0:0.99796466; 1:0.00203534
character 867	0:0.25503397; 1:0.74496603
character 868	0:0.00156862; 1:0.99843138
character 869	0:0.08753852; 1:0.91246148
character 870	0:0.9898828; 1:0.0101172
character 871	0:0.5; 1:0.5
character 872	0:0.5; 1:0.5
character 873	0:0.99859055; 1:0.00140945
character 875	0:0.99849706; 1:0.00150294
character 876	0:0.99843138; 1:0.00156862
character 877	0:0.99849706; 1:0.00150294
character 878	0:0.99840479; 1:0.00159521
character 879	0:0.99796466; 1:0.00203534
character 880	0:0.9036519; 1:0.0963481
character 881	0:0.99843138; 1:0.00156862
character 882	0:0.99796466; 1:0.00203534
character 883	0:0.99840479; 1:0.00159521
character 884	0:0.04200474; 1:0.95799526
character 885	0:0.2792426; 1:0.7207574
character 886	0:0.99849706; 1:0.00150294
character 887	0:0.8754428; 1:0.1245572
character 888	0:0.04055226; 1:0.95944774
character 889	0:0.5; 1:0.5
character 890	0:0.99843138; 1:0.00156862
character 891	0:0.28879777; 1:0.71120223
character 892	0:0.5; 1:0.5
character 893	0:0.04200474; 1:0.95799526
character 894	0:0.5; 1:0.5
